review_id,platform,rating,text,true_label
ChIJ_Sfcoor52oAR6N-xlL01CoQ_g_3,google,4,"Great clean park. Dog clean up stations and big grassy area, but not fully gated so not a TRUE dog park. Good if your dogs listen though. Kids jungle gym & beach volleyball 🏐 set up. No bathrooms or water available.",None
ChIJZT21h3QJ24ARIv8UWwQBdcQ_g_4,google,5,It’s the woods. Dry and high. Definitely want something a little more rugged to get up to the camping site. Good dirt biking for small bikes and short rides.,None
ChIJYx4sWJiU2oARTnfHfjSY24g_g_2,google,5,"Beautiful rock formation, felt being in another planet.  Must visit if you are visiting Joshua Tree. Expect to purchase a pass (roughly $30 per car) to enter the park unless you have it already.  10 to 15 mins walk, easy for kids as well,  you'll definitely spend good time taking pictures. It's COLD. Come prepared with good walking or hiking shoes, layers to protect from cold. Note that there are no public bathrooms.",None
ChIJySQr39akwoARZanp3Vs9wpk_g_4,google,5,Nice place for fitness enthusiasts who like training in the fresh air and 🌞,None
MgUajhJ2qxNzv4YmR8kNlQ_y_2,yelp,4,"So cute. A little shady break from our walk along the arts and crafts fair. Bathrooms are nearby, though someone thought it would be fun to pee in the large shell-like structure.

Bench tables are available, but seems to lack some shade. May be difficult for smaller kids, but the 5+yr olds seem to enjoy it.  With my toddler, it was more of climbing some areas, without going through to many apparatuses.  Didn't really notice many swings around though too, but maybe I didn't look hard enough. Either way, it had pretty walkways and garden surroudnings.  Definately wish I has something nearby my home like this.",None
ChIJ55kJmlJN6IARQQVYfodsEQg_g_4,google,5,This park is really great! Tons of play options and swings and slides and tons of open space to run around and have a good time! Will be back!,Low
ChIJb0Y00toE24ARNG29qS-9Ikg_g_4,google,5,"This was a nice little loop that was perfect for something short and sweet if you're visiting the area! It's on a reservation and there is a fee to get in (about $15 per adult), the gates also close at 4pm, but it was worth it because the trails and roads are super well maintained it seemed. This loop had water running through and was really fun to go through and look around.",None
i_VY8EEOxZlNnXrESAhmig_y_49,yelp,5,"Accessible, beginner-friendly gym with helpful staff and a great community of regulars.

The emphasis here is definitely on bouldering. There are plenty of top roping routes, but be aware that only 4 of them support auto-belay. There are probably 3-4 times as many top rope routes that require a partner to belay.

It can get busy in the evenings, but I've never had trouble working in enough climbs to go home exhausted. I love it!",Moderate
ChIJlx3KFc0h6IARIAENDLDVp-A_g_3,google,5,"Really beautiful park! Highly recommend checking out the swimming hole at Rock Pool. Right now the water is really deep and you can jump from pretty high at your own risk. But there are lots of hidden rocks so make sure you check the depth of the area you plan on jumping into.

The water is a biturky and very cold and refreshing.

There's usually always people there so don't expect a nice private swimming hole but theres plenty of places along the creek you can go if you want more privacy.",Moderate
ro2IvWR8mWM06NYpic9U2A_y_50,yelp,5,"The bike shop located in Isla Vista near UCSB. 

I regularly use both the University Bike shop and Varsity Bike Shop back and forth. Both great service but I try my best to utilize the shop as often as possible. The shop stand by their service and product. I especially like how they double-check the original part number when replacing parts in their shop.",None
ChIJE8XYPW0d24ARJ7tsOmEVGcE_g_0,google,5,"Very pleasant park with wide lawn for kids to run. Small but good playground, a few covered picnic areas, a restroom, and an actual parking lot in case you want to unload the kids' tricycles or scooters or a big picnic spread. The view of palms and mountains is quite stunning. A very nice pocket park.",None
BQGaox52fHg46Vzto_9Z_Q_y_20,yelp,4,"I visited here on 11/8/2020. When we visited most people people parked on the residential street to the right and walked up the hill. If you're not a local and just visiting for the first time, this trail is pretty hard to find. I saw no signs for markers
For the 7 falls trail. Make sure to do your research ahead of time or ask people along the way, as this trail connects to many others. We hiked for about an hour but we eventually turned around when we ran out of time. There was no sign of water yet in the lower streams. There is a long paved road that goes for awhile before you actually get to the dirt trails and it's mostly uphill. Beautiful views! Make sure you have enough time to finish the trails.",None
zNlJxBcmLPooXY9N2iH_6w_y_132,yelp,5,"We and our dog loved this beach!  We have been hesitant to take him to a dog beach since they tend to be wide open and he likes to run off, but this beach felt safer since one side is a tall cliff wall and the other is the ocean.  He had a blast.  Lots of friendly dogs and people.  No poop in sight.  My dog isn't a swimmer but enjoyed playing with the other dogs as well as attempting to rock climb.  I highly recommend this dog beach!",None
ChIJgR6jrls96IARK5jsg2fUeiQ_g_1,google,5,One of the best beaches ever! Love going inside the little caves. Park on the main road for free. Watch for signs you’ll have to walk several minutes extra. $3 an hour parking or $10 all day for the lot.,None
ChIJ77B1NwBW24ARzuqb3bQC0CQ_g_1,google,5,Very pretty local Redlands park that had more to explore than I initially realized. I never knew there was a stage back there! Love the place for a nice walk or jog.,None
ChIJlUX9lJjj24ARnox0FaGEFRQ_g_1,google,4,"This campsite is only open to non-profits.  I attended a Cub scout campout here.  For San Diegans this place is extremely convenient.  For a weekend getaway with a pack of little ones the place is great.  You can see there was a lot of investment in this park.  Unfortunately the well system has struggled to remove microorganisms that make the well water not potable.  The bathrooms have operational flush toilets, but the sinks and camp taps have been taped off while they continue to work on getting the bromine treatment system to produce consistent results.  In the meantime the super friendly rangers help keep your jugs topped off.  All that said, just about anyone in San Diego could drive home and shower if so desired.

While being so close, it is nestled well into the canyon away from the sprawling housing and freeway noise.  The place just accommodates a single group, so little ones are free to roam the space without disturbing strangers.  There are day hikers passing through.  The trail is well maintained and brings you to a beautiful overlook above the reservoir.  Most of the trail is shaded beneath trees.  A great hike for small children.

There is a huge covered group dining area with an outdoor kitchen space.  No sinks or gas lines.  A good sized charcoal grill setup and lots of counter space.  There are plenty of picnic tables.  There is a 115V AC plug that may be accessed with an extension cord.  Requires ranger approval, I believe.

It's a beautiful space for a quick weekend outing with small children.  If only they could get that water system working correctly.",Low
YbnJYHNp_fHbI-hcFg48vQ_y_146,yelp,5,"Thanks to Hector for making a memorable and safe trip!   Kayaking in Channel Island was unforgettable; beautiful Island, beautiful weather and nice people! Loved it so much! Thanks",None
ChIJM7enOw4U6YARTgWaaw8a8PQ_g_4,google,5,Great place to take a walk and view the Pacific Ocean atop the bluff. Good view of the Harbor and Sterns Wharf.,None
ChIJQ6hHtgEp6IARSoJ6BtDqr-4_g_2,google,5,Very nice and clean park very dog friendly,None
pnY7nrqLoPprcsSfQl1wWg_y_29,yelp,5,"I've been on plenty of guided tours and my kayak excursion with Channel Islands Adventure Company ranks among the best! I received clear communication beforehand, and connecting with our guide once on the island was a piece of cake. Our guide, Chuck, had almost 20 years of experience guiding on the island, and it showed. His paddling instruction was easy to follow, as were his instructions once we hit the water. I felt comfortable with everything we did, even with very little ocean kayaking experience. Plus, it was fun to learn more about the flora, fauna, geology, and history of the island (and its waters), plus hear a few awesome stories of Chuck's own paddling in the area, which made the experience even more rich. I came away wanting to immediately book another trip - the sign of a fun day, and a grade A operation :)",None
